Date,Season,Source,Acreage,Owner,clipped UA,clipped _1,SznEndDate,Year,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,72.7,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,17.2,Forest Preserve District of Cook County,69511.98197,100,1/1/2017,2017,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,8.8,Forest Preserve District of Cook County,35732.29103,100,1/1/2017,2017,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,6.4,Forest Preserve District of Cook County,25971.49922,100,1/1/2017,2017,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,15.3,Forest Preserve District of Cook County,61817.59293,100,1/1/2017,2017,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,18.6,Forest Preserve District of Cook County,75068.53556,100,1/1/2017,2017,UA
2/18/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,5.9,Forest Preserve District of Cook County,23880.44378,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,65.1,Forest Preserve District of Cook County,263398.2181,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,2.8,Forest Preserve District of Cook County,11289.19876,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,1.6,Forest Preserve District of Cook County,6437.282491,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,4.5,Forest Preserve District of Cook County,18261.03782,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,15.6,Forest Preserve District of Cook County,63326.39338,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,15.4,Forest Preserve District of Cook County,62239.75012,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,38.8,Forest Preserve District of Cook County,157053.6084,100,1/1/2017,2017,UA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,8.4,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/22/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,19.4,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,28.6,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,3.3,Forest Preserve District of Cook County,13424.2307,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,60.9,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,28.1,Forest Preserve District of Cook County,113657.7092,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,37,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,9.9,Forest Preserve District of Cook County,40199.87918,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,26.8,Forest Preserve District of Cook County,108646.0564,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,10.4,Forest Preserve District of Cook County,41936.94682,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,2,Forest Preserve District of Cook County,8020.73062,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,58.8,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,70,Forest Preserve District of Cook County,12336.08635,4.353976828,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,36.5,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,5.5,Forest Preserve District of Cook County,22396.44677,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,4.2,Forest Preserve District of Cook County,17159.17532,100,1/1/2017,2017,UA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,186.5,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,23.6,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,41.9,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,3,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/17/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,26.8,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,5.9,Forest Preserve District of Cook County,23762.24859,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,110.8,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,25.2,Forest Preserve District of Cook County,101895.2581,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,21.9,Forest Preserve District of Cook County,88693.49407,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,112.4,Forest Preserve District of Cook County,454880.0557,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,66.1,Forest Preserve District of Cook County,267320.6259,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,24,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,4.4,Forest Preserve District of Cook County,17999.68176,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,64,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,29.8,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,281.7,Forest Preserve District of Cook County,1139983.026,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,37.8,Forest Preserve District of Cook County,152777.6181,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,27.9,Forest Preserve District of Cook County,113015.4357,100,1/1/2017,2017,UA
2/16/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,108.5,Forest Preserve District of Cook County,438898.091,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,20.9,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,2.1,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,5.3,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,10.6,Forest Preserve District of Cook County,42750.95686,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,8.9,Forest Preserve District of Cook County,36018.74336,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,23.1,Forest Preserve District of Cook County,93316.0086,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,5.6,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,2.3,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,16,Forest Preserve District of Cook County,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,0.5,Forest Preserve District of Cook County,1953.718246,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,6.3,Forest Preserve District of Cook County,25595.0276,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,16,Forest Preserve District of Cook County,64612.7674,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,6.4,Forest Preserve District of Cook County,26018.62366,100,1/1/2017,2017,UA
2/15/2017,7/1/2016 - 6/30/2017,Forest Preserve District of Cook County,12,Forest Preserve District of Cook County,49961.18225,100,1/1/2017,2017,UA
1/1/2017,7/1/2016 - 6/30/2017,DeKalb County Forest Preserve District,2.4,DeKalb County Forest Preserve District,0,0,1/1/2017,2017,notUA
2/19/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,3.86,Prairie Crossing Homeowners Association,15632.71418,100,1/1/2017,2017,UA
Apr-17,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.47,Prairie Crossing Homeowners Association,1907.75516,100,1/1/2017,2017,UA
Apr-17,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.16,Prairie Crossing Homeowners Association,653.7667418,100,1/1/2017,2017,UA
2/19/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.28,Prairie Crossing Homeowners Association,1127.653187,100,1/1/2017,2017,UA
4/12/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1.82,Prairie Crossing Homeowners Association,7371.605561,100,1/1/2017,2017,UA
4/22/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.1,Prairie Crossing Homeowners Association,420.2400809,100,1/1/2017,2017,UA
4/22/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.3,Prairie Crossing Homeowners Association,1197.595643,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.3,Prairie Crossing Homeowners Association,1225.600991,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.44,Prairie Crossing Homeowners Association,1766.644564,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.37,Prairie Crossing Homeowners Association,1494.22611,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.22,Prairie Crossing Homeowners Association,875.2623849,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.6,Prairie Crossing Homeowners Association,2444.028593,100,1/1/2017,2017,UA
4/12/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,3.34,Prairie Crossing Homeowners Association,13499.53666,100,1/1/2017,2017,UA
4/1/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.64,Prairie Crossing Homeowners Association,2578.638254,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,7.72,Prairie Crossing Homeowners Association,31228.66818,100,1/1/2017,2017,UA
4/21/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.63,Prairie Crossing Homeowners Association,2552.470779,100,1/1/2017,2017,UA
4/21/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.45,Prairie Crossing Homeowners Association,1820.584865,100,1/1/2017,2017,UA
4/1/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1.43,Prairie Crossing Homeowners Association,5798.952212,100,1/1/2017,2017,UA
4/17/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1,Prairie Crossing Homeowners Association,4015.394804,100,1/1/2017,2017,UA
4/17/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,4.41,Prairie Crossing Homeowners Association,17828.48892,100,1/1/2017,2017,UA
4/17/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,11.77,Prairie Crossing Homeowners Association,47614.98729,100,1/1/2017,2017,UA
4/17/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,2.2,Prairie Crossing Homeowners Association,8883.939221,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,9.03,Prairie Crossing Homeowners Association,36531.65823,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1.4,Prairie Crossing Homeowners Association,5680.056888,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1,Prairie Crossing Homeowners Association,4041.705854,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,0.61,Prairie Crossing Homeowners Association,2479.092992,100,1/1/2017,2017,UA
4/8/2017,7/1/2016 - 6/30/2017,Prairie Crossing Homeowners Association,1.4,Prairie Crossing Homeowners Association,5665.088647,100,1/1/2017,2017,UA
3/22/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,67.4,U.S. Fish & Wildlife Service,0,0,1/1/2016,2016,notUA
3/22/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,34.5,U.S. Fish & Wildlife Service,0,0,1/1/2016,2016,notUA
2/15/2017,7/1/2016 - 6/30/2017,U.S. Fish & Wildlife Service,27.7,U.S. Fish & Wildlife Service,0,0,1/1/2017,2017,notUA
2/15/2017,7/1/2016 - 6/30/2017,U.S. Fish & Wildlife Service,103.4,U.S. Fish & Wildlife Service,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,U.S. Fish & Wildlife Service,18.6,U.S. Fish & Wildlife Service,0,0,1/1/2017,2017,notUA
2/16/2017,7/1/2016 - 6/30/2017,U.S. Fish & Wildlife Service,17.7,U.S. Fish & Wildlife Service,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,104,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,12.3,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,45.4,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,6.2,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,9.6,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,24.5,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,11.4,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,7.4,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,7.9,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/9/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,12.8,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
11/16/2016,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",73.9,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
11/10/2016,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",352,Illinois Department of Natural Resources,0,0,1/1/2017,2016,notUA
3/16/2017,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",467.7,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,The Nature Conservancy,34.7,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2016,7/1/2015 - 6/30/2016,The Nature Conservancy,95.2,Illinois Department of Natural Resources,0,0,1/1/2016,2016,notUA
1/1/2017,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",95.2,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",103.1,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
1/1/2017,7/1/2016 - 6/30/2017,"The Nature Conservancy, Southern Illinois Prescribed Burn Association",76.3,Illinois Department of Natural Resources,0,0,1/1/2017,2017,notUA
3/16/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,140.1,Forest Preserve District of DuPage County,566875.7165,100,1/1/2018,2018,UA
4/11/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,16.3,Forest Preserve District of DuPage County,65763.4633,100,1/1/2018,2018,UA
3/16/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,109,Forest Preserve District of DuPage County,441199.1956,100,1/1/2018,2018,UA
3/15/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,24.2,Forest Preserve District of DuPage County,97852.94646,100,1/1/2018,2018,UA
4/2/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,26.9,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/21/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,33.1,Forest Preserve District of DuPage County,535.60068,0.399299739,1/1/2018,2018,UA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,19.6,Forest Preserve District of DuPage County,79134.38086,100,1/1/2018,2018,UA
3/19/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,5.9,Forest Preserve District of DuPage County,23795.57245,100,1/1/2018,2018,UA
11/29/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,6.3,Forest Preserve District of DuPage County,25390.78773,100,1/1/2018,2017,UA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,8.3,Forest Preserve District of DuPage County,33671.28454,100,1/1/2018,2018,UA
4/2/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,28.4,Forest Preserve District of DuPage County,114936.3411,100,1/1/2018,2018,UA
3/19/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,5.9,Forest Preserve District of DuPage County,23729.26374,100,1/1/2018,2018,UA
3/19/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,14.1,Forest Preserve District of DuPage County,57194.74155,100,1/1/2018,2018,UA
3/19/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,21.6,Forest Preserve District of DuPage County,87603.80492,100,1/1/2018,2018,UA
3/19/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,95.7,Forest Preserve District of DuPage County,387343.5093,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,62.4,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/15/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,9.7,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/15/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,46.2,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/15/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,12.4,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,9.9,Forest Preserve District of DuPage County,40095.28251,100,1/1/2018,2018,UA
4/11/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,73.4,Forest Preserve District of DuPage County,296880.8355,100,1/1/2018,2018,UA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,20.9,Forest Preserve District of DuPage County,84443.926,100,1/1/2018,2018,UA
3/16/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,51.8,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,7.7,Forest Preserve District of DuPage County,31147.35002,100,1/1/2018,2018,UA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,11.2,Forest Preserve District of DuPage County,45138.4352,100,1/1/2018,2018,UA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,67.8,Forest Preserve District of DuPage County,274549.9391,100,1/1/2018,2018,UA
3/21/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,2.9,Forest Preserve District of DuPage County,11720.65009,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,71.7,Forest Preserve District of DuPage County,290014.1701,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,36.5,Forest Preserve District of DuPage County,147690.0254,100,1/1/2018,2018,UA
4/11/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,7.6,Forest Preserve District of DuPage County,30735.53736,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,2.6,Forest Preserve District of DuPage County,10583.06621,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,5.5,Forest Preserve District of DuPage County,22104.46306,100,1/1/2018,2018,UA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,18.5,Forest Preserve District of DuPage County,74846.54598,100,1/1/2018,2018,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,2.9,Forest Preserve District of DuPage County,11660.91966,100,1/1/2018,2018,UA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,7,Forest Preserve District of DuPage County,28271.6184,100,1/1/2018,2018,UA
4/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,15.1,Forest Preserve District of DuPage County,61036.39799,100,1/1/2018,2018,UA
4/11/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,29.2,Forest Preserve District of DuPage County,118128.2101,100,1/1/2018,2018,UA
3/30/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,82.1,Forest Preserve District of DuPage County,332113.0401,100,1/1/2018,2018,UA
3/13/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,47.6,Forest Preserve District of DuPage County,192487.7396,100,1/1/2018,2018,UA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,9.8,Forest Preserve District of DuPage County,39766.95899,100,1/1/2018,2018,UA
3/16/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,129,Forest Preserve District of DuPage County,521881.9066,100,1/1/2018,2018,UA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,15.8,Forest Preserve District of DuPage County,51711.62774,81.10832541,1/1/2018,2018,UA
3/26/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,19,Forest Preserve District of DuPage County,32726.22426,42.62224062,1/1/2018,2018,UA
11/28/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,7.7,Forest Preserve District of DuPage County,31252.66492,100,1/1/2018,2017,UA
11/30/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,16.8,Forest Preserve District of DuPage County,68117.13417,100,1/1/2018,2017,UA
11/30/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,10.5,Forest Preserve District of DuPage County,42369.45586,100,1/1/2018,2017,UA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,84.9,Forest Preserve District of DuPage County,343504.9366,100,1/1/2018,2018,UA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,42.8,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,36.9,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/21/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,26.6,Forest Preserve District of DuPage County,222.2081952,0.206324377,1/1/2018,2018,UA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,14.5,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/20/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,27.1,Forest Preserve District of DuPage County,0,0,1/1/2018,2018,notUA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,0.7,Forest Preserve District of DuPage County,2831.132354,100,1/1/2018,2018,UA
3/15/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,27.3,Forest Preserve District of DuPage County,110654.7435,100,1/1/2018,2018,UA
4/11/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,11,Forest Preserve District of DuPage County,44393.79589,100,1/1/2018,2018,UA
3/23/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,52.8,Forest Preserve District of DuPage County,213821.8509,100,1/1/2018,2018,UA
4/2/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,15.1,Forest Preserve District of DuPage County,60967.09114,100,1/1/2018,2018,UA
11/29/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,0.9,Forest Preserve District of DuPage County,3812.988979,100,1/1/2018,2017,UA
3/12/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,18.6,Forest Preserve District of DuPage County,75416.94107,100,1/1/2018,2018,UA
3/13/2018,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,12,Forest Preserve District of DuPage County,48605.31181,100,1/1/2018,2018,UA
11/24/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,1.6,Forest Preserve District of DuPage County,6275.24672,100,1/1/2018,2017,UA
11/28/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,12.9,Forest Preserve District of DuPage County,52225.79239,100,1/1/2018,2017,UA
11/15/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,26.6,Forest Preserve District of DuPage County,107585.738,100,1/1/2018,2017,UA
11/28/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,34.6,Forest Preserve District of DuPage County,385.4940218,0.275506356,1/1/2018,2017,UA
12/2/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,0.5,Forest Preserve District of DuPage County,2183.967097,100,1/1/2018,2017,UA
11/26/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,7,Forest Preserve District of DuPage County,28338.39498,100,1/1/2018,2017,UA
11/28/2017,7/1/2017 - 6/30/2018,Forest Preserve District of DuPage County,8.6,Forest Preserve District of DuPage County,34686.13829,100,1/1/2018,2017,UA
